,acc,epoch,loss,val_acc,val_loss
0,0.5,0,0.7521234452724457,0.53125,0.7928473949432373
0,0.546875,1,0.7756089866161346,0.4375,0.7956784069538116
0,0.53125,2,0.7898280024528503,0.4375,0.7308796942234039
0,0.53125,3,0.743021622300148,0.53125,0.7750657796859741
0,0.484375,4,0.8348428159952164,0.46875,0.8963610529899597
0,0.59375,5,0.7065911442041397,0.5,0.8115935921669006
0,0.484375,6,0.7397823929786682,0.53125,0.7503252923488617
0,0.625,7,0.6849072277545929,0.34375,0.7450926601886749
0,0.515625,8,0.7199874371290207,0.53125,0.7062903344631195
0,0.453125,9,0.7472049444913864,0.53125,0.7423853874206543
0,0.4375,10,0.8152287602424622,0.46875,0.7862425446510315
0,0.53125,11,0.7548080086708069,0.5,0.8445602655410767
0,0.578125,12,0.6808958202600479,0.5,0.6894613206386566
0,0.53125,13,0.6858162432909012,0.5,0.7220529019832611
0,0.5,14,0.7721618115901947,0.5625,0.6533091962337494
0,0.453125,15,0.7242283076047897,0.5,0.6822679340839386
0,0.53125,16,0.6769569218158722,0.4375,0.7179126739501953
0,0.609375,17,0.7035766243934631,0.5,0.7348587214946747
0,0.484375,18,0.7099520862102509,0.40625,0.7458968758583069
0,0.5,19,0.7115620970726013,0.375,0.7304123342037201
0,0.421875,20,0.7362527102231979,0.53125,0.7199638187885284
0,0.546875,21,0.6718660593032837,0.625,0.6709379553794861
0,0.546875,22,0.7576415538787842,0.5625,0.6609035730361938
0,0.5625,23,0.6794185936450958,0.5625,0.7183419764041901
0,0.5,24,0.6969413310289383,0.46875,0.749803900718689
0,0.5625,25,0.6977228671312332,0.40625,0.7977575063705444
0,0.53125,26,0.733993873000145,0.53125,0.7445485889911652
0,0.625,27,0.6670992970466614,0.46875,0.7664398550987244
0,0.5,28,0.7095115482807159,0.4375,0.7606852054595947
0,0.53125,29,0.6617589443922043,0.5,0.7628327012062073
0,0.5,30,0.7358110547065735,0.53125,0.6475434303283691
0,0.515625,31,0.7128092050552368,0.5,0.7960459291934967
0,0.5,32,0.7338328957557678,0.46875,0.8124720752239227
0,0.40625,33,0.8286486119031906,0.5,0.764640212059021
0,0.484375,34,0.734056681394577,0.6875,0.7190280258655548
0,0.640625,35,0.673792764544487,0.4375,0.7494688332080841
0,0.53125,36,0.6911213845014572,0.5625,0.6776154637336731
0,0.609375,37,0.687058836221695,0.5,0.7047911882400513
0,0.5625,38,0.6838944256305695,0.46875,0.702998012304306
0,0.515625,39,0.7304086536169052,0.65625,0.6611416339874268
0,0.578125,40,0.7564590275287628,0.5,0.7461531758308411
0,0.578125,41,0.7113634943962097,0.53125,0.7210218012332916
0,0.578125,42,0.6948950737714767,0.46875,0.7907538712024689
0,0.53125,43,0.7156587392091751,0.5625,0.7063951194286346
0,0.515625,44,0.7135453820228577,0.53125,0.7692642211914062
0,0.546875,45,0.6927844434976578,0.625,0.6509498357772827
0,0.53125,46,0.683025911450386,0.6875,0.6222803592681885
0,0.5,47,0.7240700423717499,0.5625,0.6255331635475159
0,0.515625,48,0.7238399088382721,0.5625,0.7195935547351837
0,0.578125,49,0.6610138565301895,0.625,0.682297021150589
0,0.65625,50,0.6635486334562302,0.46875,0.7233835160732269
0,0.578125,51,0.6736002266407013,0.53125,0.6895721256732941
0,0.515625,52,0.6954505294561386,0.53125,0.7048380970954895
0,0.640625,53,0.6340521574020386,0.53125,0.7064135074615479
0,0.625,54,0.6889309585094452,0.5,0.7231559753417969
0,0.578125,55,0.6451128423213959,0.59375,0.6826815605163574
0,0.546875,56,0.6711458265781403,0.625,0.6603024303913116
0,0.546875,57,0.7174233496189117,0.5625,0.7151071727275848
0,0.5625,58,0.7170099467039108,0.65625,0.7427104711532593
0,0.484375,59,0.7941021099686623,0.78125,0.6319531798362732
0,0.515625,60,0.917222261428833,0.5,0.6847737729549408
0,0.546875,61,0.646612361073494,0.46875,0.7382548153400421
0,0.515625,62,0.7735628187656403,0.53125,0.7927750051021576
0,0.578125,63,0.6713829785585403,0.5625,0.7070759534835815
0,0.484375,64,0.7620587795972824,0.46875,0.778341144323349
0,0.5625,65,0.7804587930440903,0.5625,0.7122069299221039
0,0.484375,66,0.8085171729326248,0.5625,0.7140452265739441
0,0.546875,67,0.8017120510339737,0.5,0.8128908276557922
0,0.5625,68,0.7099691033363342,0.5,0.8375893533229828
0,0.625,69,0.6834730207920074,0.4375,0.8742918372154236
0,0.59375,70,0.6974358707666397,0.5,0.7227523326873779
0,0.625,71,0.6470394879579544,0.4375,0.7871634066104889
0,0.484375,72,0.7179105430841446,0.65625,0.6717160940170288
0,0.59375,73,0.6591537594795227,0.5,0.7173360288143158
0,0.53125,74,0.6674538403749466,0.375,0.8779325485229492
0,0.5625,75,0.7041893154382706,0.59375,0.6898659765720367
0,0.53125,76,0.7558896392583847,0.5,0.7602310180664062
0,0.53125,77,0.7179293483495712,0.59375,0.7002749741077423
0,0.625,78,0.658624917268753,0.5625,0.6834734976291656
0,0.59375,79,0.687355563044548,0.53125,0.814922034740448
