,acc,epoch,loss,val_acc,val_loss
0,0.4375,0,0.8625819832086563,0.5,0.8175128400325775
0,0.578125,1,0.7623426169157028,0.5,0.7273117005825043
0,0.46875,2,0.7535396963357925,0.5,0.738223135471344
0,0.53125,3,0.7023408114910126,0.5,0.7784807085990906
0,0.5,4,0.7709220349788666,0.5,0.7537333071231842
0,0.5,5,0.7257594764232635,0.5,0.6931494772434235
0,0.46875,6,0.7017750591039658,0.53125,0.688429445028305
0,0.515625,7,0.7172812819480896,0.5,0.7194083034992218
0,0.46875,8,0.740520253777504,0.5,0.7080037891864777
0,0.453125,9,0.7038090825080872,0.53125,0.6966708898544312
0,0.5,10,0.7578380107879639,0.625,0.6826489865779877
0,0.453125,11,0.8235962688922882,0.5,0.7173426747322083
0,0.53125,12,0.7248102575540543,0.5,0.7576107978820801
0,0.46875,13,0.7702587246894836,0.5,0.8291223049163818
0,0.53125,14,0.7849588841199875,0.5,0.9204337298870087
0,0.53125,15,0.8143509775400162,0.5,0.7915926575660706
0,0.375,16,0.9282219856977463,0.5,0.7103562653064728
0,0.5,17,0.8770591020584106,0.5625,0.6836833357810974
0,0.5,18,0.7849073708057404,0.4375,0.6905712783336639
0,0.484375,19,0.7110331207513809,0.5,0.6918250918388367
0,0.453125,20,0.7024334669113159,0.5625,0.6838081181049347
0,0.515625,21,0.7102448046207428,0.5,0.6930852830410004
0,0.5625,22,0.6928029358386993,0.5,0.7206891179084778
0,0.4375,23,0.7153472453355789,0.5625,0.6908973455429077
0,0.375,24,0.7142004519701004,0.46875,0.6931250095367432
0,0.453125,25,0.7405024021863937,0.5,0.6935949921607971
0,0.53125,26,0.6910492181777954,0.5,0.7184075117111206
0,0.484375,27,0.7010106593370438,0.5,0.7065967917442322
0,0.5,28,0.7652110606431961,0.5,0.7931180000305176
0,0.46875,29,0.7842408567667007,0.5,0.8203766644001007
0,0.53125,30,0.7340520322322845,0.5,0.8458157479763031
0,0.4375,31,0.8212479501962662,0.5,0.722089946269989
0,0.46875,32,0.7141374796628952,0.53125,0.6929541230201721
0,0.53125,33,0.6928662657737732,0.4375,0.6886229813098907
0,0.53125,34,0.7325993627309799,0.5,0.7370789051055908
0,0.4375,35,0.7942318320274353,0.5,0.7957102060317993
0,0.4375,36,0.7899323105812073,0.5,0.7132397890090942
0,0.609375,37,0.6678219139575958,0.5,0.762988269329071
0,0.453125,38,0.8435195684432983,0.5,0.9000728726387024
0,0.53125,39,0.8175078630447388,0.5,0.9259816110134125
0,0.453125,40,0.9024040699005127,0.5,0.8637702763080597
0,0.53125,41,0.7041116654872894,0.5,0.7860702872276306
0,0.46875,42,0.7472661882638931,0.5,0.737364262342453
0,0.515625,43,0.7060593813657761,0.5,0.7286155819892883
0,0.53125,44,0.7551169991493225,0.5,0.7003915309906006
0,0.546875,45,0.7332913726568222,0.53125,0.6805759370326996
0,0.5,46,0.7553809285163879,0.5,0.7051405310630798
0,0.5,47,0.703330397605896,0.46875,0.6930619776248932
0,0.5625,48,0.7049764096736908,0.5,0.7151474356651306
0,0.53125,49,0.7464264929294586,0.5,0.6972506046295166
0,0.5,50,0.7872453480958939,0.5,0.716251403093338
0,0.46875,51,0.819996252655983,0.5,0.7422970533370972
0,0.484375,52,0.7599385529756546,0.5,0.7397226989269257
0,0.40625,53,0.7823023349046707,0.5,0.7397044599056244
0,0.46875,54,0.7320941686630249,0.53125,0.6921212077140808
0,0.515625,55,0.7420530766248703,0.5,0.7453842461109161
0,0.609375,56,0.775284618139267,0.5,0.7861200869083405
0,0.515625,57,0.9528305679559708,0.5,0.7681248486042023
0,0.5,58,0.8223578184843063,0.5,0.7119180560112
0,0.53125,59,0.7548813670873642,0.5625,0.6878088712692261
0,0.4375,60,0.7275403290987015,0.5,0.738587498664856
0,0.46875,61,0.7609008997678757,0.5,0.7983208000659943
0,0.484375,62,0.8345454186201096,0.5,0.7954034209251404
0,0.453125,63,0.926885798573494,0.5,0.7285962998867035
0,0.546875,64,0.7527565211057663,0.5,0.6945720314979553
0,0.515625,65,0.6952025145292282,0.5,0.7033218145370483
0,0.53125,66,0.7000192850828171,0.5,0.7539713382720947
0,0.546875,67,0.7540436834096909,0.5,0.7182009816169739
0,0.5,68,0.7139263451099396,0.4375,0.7026555836200714
0,0.484375,69,0.7174478471279144,0.5,0.6985808908939362
0,0.484375,70,0.7001909017562866,0.5,0.7059049010276794
0,0.4375,71,0.7370261698961258,0.46875,0.6982995271682739
0,0.515625,72,0.7300845235586166,0.53125,0.6957611739635468
0,0.53125,73,0.7894252687692642,0.46875,0.7399919629096985
0,0.53125,74,0.7271701842546463,0.5,0.7070701122283936
0,0.453125,75,0.7518933713436127,0.5,0.7246580719947815
0,0.46875,76,0.7184396535158157,0.46875,0.7023390829563141
0,0.5625,77,0.7088129967451096,0.53125,0.7187616527080536
0,0.5,78,0.7763331383466721,0.5,0.7547748386859894
0,0.484375,79,0.7952843755483627,0.46875,0.7358407974243164
0,0.4375,80,0.7764479219913483,0.4375,0.7089594602584839
0,0.515625,81,0.9011514782905579,0.5625,0.6868000030517578
0,0.5,82,0.7857830375432968,0.5,0.7359224259853363
0,0.53125,83,0.9517790079116821,0.5,0.7260296940803528
0,0.515625,84,0.7623593211174011,0.5,0.7629168033599854
0,0.5,85,0.7977486699819565,0.5,0.7592478394508362
0,0.5,86,0.7461858689785004,0.5,0.739522784948349
0,0.484375,87,0.7860107272863388,0.5,0.7171090245246887
0,0.53125,88,0.7440580725669861,0.5,0.7204506099224091
0,0.484375,89,0.8308759480714798,0.5,0.7008542418479919
0,0.453125,90,0.9517160803079605,0.5,0.7087548673152924
0,0.515625,91,0.7849056571722031,0.5,0.733308732509613
0,0.453125,92,0.7415194362401962,0.5,0.6786333918571472
0,0.484375,93,0.71639484167099,0.59375,0.6780862808227539
0,0.53125,94,0.7096481621265411,0.59375,0.6908159852027893
0,0.5,95,0.7441534698009491,0.53125,0.6972486674785614
0,0.5,96,0.7028156667947769,0.5,0.702376127243042
