,acc,epoch,loss,val_acc,val_loss
0,0.65625,0,5.923400193452835,0.5,4.584996461868286
0,0.4375,1,2.36274217069149,0.5,1.9105778932571411
0,0.59375,2,1.1563745141029358,0.5,1.1604044437408447
0,0.5,3,1.2946434617042542,0.5,0.7196401655673981
0,0.5,4,1.1251806914806366,0.5,0.8054787218570709
0,0.5,5,1.0230300724506378,0.5,1.0709331035614014
0,0.46875,6,0.8671567440032959,0.5,0.9533161222934723
0,0.5,7,0.8421694189310074,0.5,0.8553509414196014
0,0.53125,8,0.7486851960420609,0.5,0.7341233193874359
0,0.5,9,0.7547437101602554,0.5,0.6931467652320862
0,0.5,10,0.801143690943718,0.5,0.6948478817939758
0,0.5,11,0.7567958384752274,0.5,0.7113362550735474
0,0.5625,12,0.7017156034708023,0.5,0.7303954064846039
0,0.5,13,0.7059203833341599,0.5,0.7111587524414062
0,0.53125,14,0.7111382335424423,0.5,0.7005727589130402
0,0.5,15,0.7044516950845718,0.5,0.6940250992774963
0,0.5,16,0.7271644175052643,0.5,0.6945821046829224
0,0.40625,17,0.7024773061275482,0.5,0.7127332091331482
0,0.5,18,0.7809372693300247,0.5,0.7016734480857849
0,0.5,19,0.7443529367446899,0.5,0.7058211863040924
0,0.5,20,0.7047765403985977,0.5,0.7043132185935974
0,0.46875,21,0.7035390287637711,0.5,0.7056647539138794
0,0.3125,22,0.7909834384918213,0.5,0.709595650434494
0,0.40625,23,0.8273274600505829,0.5,0.7455869913101196
0,0.46875,24,0.7790015935897827,0.5,0.7662331759929657
0,0.53125,25,0.6837089359760284,0.5,0.7399909198284149
0,0.34375,26,0.7846941202878952,0.5,0.6994053423404694
0,0.5,27,0.7023345232009888,0.5,0.6987806558609009
0,0.4375,28,0.7208601385354996,0.5,0.696523904800415
0,0.5,29,0.7038177996873856,0.5,0.7063658833503723
0,0.5,30,0.7014530599117279,0.5,0.7105508148670197
0,0.46875,31,0.7067995369434357,0.5,0.6966715157032013
0,0.46875,32,0.7024451643228531,0.5,0.6959106028079987
0,0.5,33,0.6979413330554962,0.5,0.6931307911872864
0,0.5,34,0.7180517464876175,0.5,0.7196118533611298
0,0.484375,35,0.7253026068210602,0.5,0.7199282646179199
0,0.4375,36,0.7162282019853592,0.5,0.728509783744812
0,0.5,37,0.7142849117517471,0.5,0.6932276785373688
0,0.5,38,0.7359331697225571,0.5,0.7042083442211151
0,0.5625,39,0.6975492089986801,0.5,0.7208985090255737
0,0.46875,40,0.7167329341173172,0.5,0.7014276683330536
0,0.4375,41,0.7034367620944977,0.5,0.6956287026405334
0,0.5,42,0.6935872584581375,0.5,0.6931073069572449
0,0.5,43,0.6949556022882462,0.5,0.6940528154373169
0,0.40625,44,0.7006180882453918,0.5,0.6947484910488129
0,0.453125,45,0.7190404981374741,0.5,0.7031165659427643
0,0.46875,46,0.704691156744957,0.5,0.6992144882678986
0,0.5,47,0.6942370682954788,0.5,0.6944939494132996
0,0.5,48,0.6963719129562378,0.5,0.6934167444705963
0,0.4375,49,0.6958489716053009,0.5,0.693276435136795
0,0.40625,50,0.7056149989366531,0.5,0.6946306526660919
0,0.5,51,0.6933666467666626,0.5,0.6945655643939972
0,0.46875,52,0.7098714262247086,0.5,0.6979178488254547
0,0.4375,53,0.7283301800489426,0.5,0.7115577161312103
0,0.5,54,0.7079129070043564,0.5,0.7380144000053406
0,0.5625,55,0.7055922299623489,0.5,0.7114703357219696
0,0.5,56,0.7713352143764496,0.5,0.7023569047451019
0,0.5,57,0.8226625621318817,0.5,0.7717390358448029
0,0.5625,58,0.6934486478567123,0.5,0.7438638508319855
0,0.5,59,0.7310815304517746,0.5,0.6973345577716827
0,0.5,60,0.7198282778263092,0.5,0.7188731729984283
0,0.5,61,0.7033596187829971,0.5,0.7009972333908081
0,0.5,62,0.7067041993141174,0.5,0.6933454275131226
0,0.5,63,0.693797305226326,0.5,0.6990987956523895
0,0.4375,64,0.7105945944786072,0.5,0.6942946910858154
0,0.53125,65,0.6971513479948044,0.5,0.6950280666351318
0,0.5,66,0.7010097056627274,0.5,0.6937338411808014
0,0.5,67,0.6999557316303253,0.5,0.6936589181423187
0,0.5,68,0.7000579088926315,0.5,0.6982340514659882
0,0.46875,69,0.7037356048822403,0.5,0.6952600181102753
0,0.4375,70,0.6992097049951553,0.5,0.6943260133266449
0,0.5,71,0.7016863077878952,0.5,0.6949701011180878
0,0.53125,72,0.6905497461557388,0.5,0.6982720792293549
0,0.5,73,0.7006935924291611,0.5,0.6958043575286865
0,0.5,74,0.6932211965322495,0.5,0.6936357617378235
0,0.5,75,0.7001913636922836,0.5,0.6990728378295898
0,0.5,76,0.6976870745420456,0.5,0.6955462694168091
0,0.5,77,0.7399981766939163,0.5,0.711500734090805
0,0.46875,78,0.7133016586303711,0.5,0.7277286350727081
0,0.5,79,0.7033685743808746,0.5,0.6931096613407135
0,0.5,80,0.7063538879156113,0.5,0.7048990726470947
0,0.46875,81,0.7123085707426071,0.5,0.7052373886108398
0,0.5,82,0.6965209096670151,0.5,0.6932013034820557
0,0.5,83,0.7002017050981522,0.5,0.7002632021903992
0,0.5,84,0.6934268623590469,0.5,0.6942655444145203
0,0.5,85,0.7089146226644516,0.5,0.6962330639362335
0,0.5,86,0.6940057575702667,0.5,0.6931434571743011
0,0.5,87,0.7028808742761612,0.5,0.6960222721099854
0,0.5,88,0.692432090640068,0.5,0.694400817155838
0,0.4375,89,0.6973489820957184,0.5,0.6931134462356567
0,0.5,90,0.6999622583389282,0.5,0.6931779682636261
0,0.4375,91,0.6966439485549927,0.4375,0.6932080090045929
0,0.46875,92,0.6946081966161728,0.5,0.6934346556663513
0,0.4375,93,0.7081691324710846,0.5,0.6969747245311737
0,0.4375,94,0.7081432789564133,0.5,0.7004134058952332
0,0.5,95,0.6987327039241791,0.5,0.6933110058307648
0,0.5,96,0.7192257940769196,0.5,0.7107381820678711
0,0.5,97,0.6892508864402771,0.5,0.6943487524986267
0,0.5,98,0.7061656564474106,0.5,0.7064190804958344
0,0.46875,99,0.6987023800611496,0.5,0.6940714120864868
