,acc,epoch,loss,val_acc,val_loss
0,0.484375,0,0.780508741736412,0.5,0.7635085582733154
0,0.578125,1,0.7682115882635117,0.5,0.7635146677494049
0,0.484375,2,0.8099627196788788,0.5,0.696151465177536
0,0.421875,3,0.8396262675523758,0.5,0.6966261565685272
0,0.390625,4,0.854749396443367,0.5,0.7082841992378235
0,0.5625,5,0.6999817341566086,0.5,0.7538505792617798
0,0.515625,6,0.741391658782959,0.5,0.7574211955070496
0,0.515625,7,0.8327882140874863,0.5,0.8449096977710724
0,0.46875,8,0.8631253987550735,0.5,0.7574535012245178
0,0.421875,9,0.963254526257515,0.5,0.7208178639411926
0,0.46875,10,0.8502947986125946,0.5,0.7806136012077332
0,0.5,11,0.7989718466997147,0.5,0.8237117230892181
0,0.46875,12,0.85733263194561,0.5,0.7424891591072083
0,0.484375,13,0.7361876517534256,0.5,0.7496755123138428
0,0.484375,14,0.7434432655572891,0.5,0.7571130692958832
0,0.53125,15,0.724380686879158,0.5,0.7640008330345154
0,0.46875,16,0.7860907316207886,0.5,0.8118237853050232
0,0.5,17,0.7515631169080734,0.5,0.7803733050823212
0,0.5625,18,0.6967457234859467,0.5,0.7797918319702148
0,0.484375,19,0.7710873931646347,0.5,0.7387405633926392
0,0.421875,20,0.7606123983860016,0.5,0.6984594762325287
0,0.53125,21,0.7054538130760193,0.5,0.6961030662059784
0,0.53125,22,0.6891107708215714,0.53125,0.6937717497348785
0,0.4375,23,0.7857524752616882,0.53125,0.6951628625392914
0,0.5,24,0.9087345749139786,0.5,0.6926616430282593
0,0.53125,25,0.8665314167737961,0.5,0.69790980219841
0,0.546875,26,0.7722258269786835,0.5,0.7339460551738739
0,0.640625,27,0.6632867157459259,0.5,0.7255098223686218
0,0.46875,28,0.688717320561409,0.5,0.7285843193531036
0,0.421875,29,0.7489257305860519,0.5,0.7039160132408142
0,0.5,30,0.7301211357116699,0.53125,0.697333574295044
0,0.359375,31,0.7383969128131866,0.5,0.6901127994060516
0,0.53125,32,0.6926174461841583,0.46875,0.7014156877994537
0,0.46875,33,0.7226172089576721,0.5,0.6943145990371704
0,0.53125,34,0.7047544717788696,0.5,0.7042643427848816
0,0.515625,35,0.7270396798849106,0.625,0.6909876465797424
0,0.453125,36,0.7060692757368088,0.34375,0.6922598481178284
0,0.625,37,0.6722917258739471,0.5625,0.696187436580658
